
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
SLui-2016Restoration	14500.00	29	82.00000	0	0.00000	115.09	13.30	691.22	1082.6	32.14
TiVe-2014Non-restoration	14500.00	29	82.00000	1	1.5537	1.5652	100.74	0.37465	6.4435	29.00
TiVe-2015Non-restoration	15000.00	30	82.00000	6	9.0116	3.5227	39.09	4.7665	17.037	35.48
VENA-2015Non-restoration	3000.000	6	82.00000	1	7.5097	7.5653	100.74	1.4055	40.125	131.15

input\EAME_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	231.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	231.0000	4	1.9107	0.94598	49.51	0.87116	4.1907	47.77
Aguj-2015Non-restoration	22500.00	45	231.0000	1	0.46706	0.46998	100.63	0.11466	1.9024	49.71
AT-2014Non-restoration	8450.000	20	231.0000	45	55.964	10.457	18.69	41.008	76.375	46.19
AT-2015Non-restoration	6000.000	12	231.0000	11	19.266	2.7807	14.43	15.164	24.477	68.72
AT-2016Non-restoration	6000.000	12	231.0000	8	14.012	6.1776	44.09	6.6297	29.613	12.57
AU-2014Non-restoration	75200.00	114	231.0000	136	19.005	3.1690	16.67	14.463	24.973	357.87
AU-2015Non-restoration	24500.00	49	231.0000	15	6.4339	1.5732	24.45	4.3076	9.6100	76.77
AU-2016Non-restoration	23500.00	47	231.0000	11	4.9190	2.0171	41.01	2.5428	9.5158	53.72
AV-2015Non-restoration	21000.00	42	231.0000	0	0.00000	2.3709	44.20	2.6410	10.895	47.91
AV-2016Non-restoration	20500.00	41	231.0000	3	1.5379	0.88241	57.38	0.62731	3.7701	43.24
CaJa-2015Non-restoration	6000.000	12	231.0000	4	7.0058	3.0888	44.09	3.3149	14.807	12.57
CaJa-2016Non-restoration	6000.000	12	231.0000	4	7.0058	4.0291	57.51	2.7000	18.178	11.89
Coy1-2014Non-restoration	7000.000	14	231.0000	0	0.00000	155.22	34.37	250.13	815.41	13.26
Coy1-2015Non-restoration	6500.000	13	231.0000	0	0.00000	91.801	23.41	260.26	591.10	12.53
Coy1-2016Non-restoration	6500.000	13	231.0000	3	4.8502	4.8806	100.63	1.0959	21.467	12.30
Coy2-2007Non-restoration	4005.000	4	231.0000	1	2.6239	2.6406	100.63	0.37382	18.418	3.06
Coy2-2008Non-restoration	6057.000	6	231.0000	0	0.00000	61.221	51.95	44.101	314.96	5.04
Coy2-2009Non-restoration	6032.000	6	231.0000	2	3.4843	2.2266	63.90	1.0884	11.154	5.32
Coy2-2010Non-restoration	6032.000	6	231.0000	8	13.937	5.3751	38.57	6.7547	28.758	5.97
Coy2-2011Non-restoration	6032.000	6	231.0000	1	1.7422	1.7446	100.14	0.32792	9.2558	5.17
Coy2-2012Non-restoration	6032.000	6	231.0000	0	0.00000	34.800	68.61	14.528	177.07	5.03
Coy2-2013Non-restoration	6032.000	6	231.0000	0	0.00000	67.724	100.15	12.622	362.32	5.01
Coy2-2014Non-restoration	8500.000	17	231.0000	1	1.2363	1.2441	100.63	0.28773	5.3123	16.46
Coy2-2015Non-restoration	8500.000	17	231.0000	4	4.9453	2.2967	46.44	2.2983	10.641	18.04
Coy2-2016Non-restoration	10500.00	21	231.0000	1	1.0008	1.0071	100.63	0.23697	4.2271	20.31
Dama-2014Non-restoration	10500.00	21	231.0000	2	2.0017	1.3977	69.83	0.67689	5.9192	21.07
Dama-2015Non-restoration	10500.00	21	231.0000	5	5.0042	2.0788	41.54	2.5263	9.9122	23.26
Dama-2016Non-restoration	11500.00	23	231.0000	3	2.7414	1.5401	56.18	1.1188	6.7175	23.86
EHpO-2015Non-restoration	19000.00	38	231.0000	27	14.934	2.2931	15.36	11.601	19.223	164.35
EHpO-2016Non-restoration	25000.00	50	231.0000	99	41.615	9.8644	23.70	28.203	61.404	81.08
EjSP-2015Non-restoration	2000.000	4	231.0000	2	10.509	6.1806	58.81	3.0222	36.540	3.23
EjSP-2016Non-restoration	2000.000	4	231.0000	0	0.00000	51.019	100.06	7.1947	361.36	3.03
EL15-2013Non-restoration	2000.000	4	231.0000	0	0.00000	58.982	57.84	28.910	359.73	3.02
EL15-2014Non-restoration	9500.000	19	231.0000	4	4.4247	2.6283	59.40	1.7118	11.437	19.35
EL15-2015Non-restoration	9500.000	19	231.0000	5	5.5309	2.2678	41.00	2.8069	10.899	21.02
EL15-2016Non-restoration	9500.000	19	231.0000	8	8.8495	3.8362	43.35	4.3309	18.082	20.67
El24-2008Non-restoration	5991.000	6	231.0000	4	7.0164	3.5921	51.20	2.7068	18.187	5.52
El24-2009Non-restoration	5994.000	6	231.0000	1	1.7532	1.7653	100.69	0.32780	9.3770	5.04
El24-2010Non-restoration	5994.000	6	231.0000	0	0.00000	7.8649	69.75	3.2239	39.438	5.32
El24-2011Non-restoration	5994.000	6	231.0000	1	1.7532	1.7653	100.69	0.32780	9.3770	5.38
El24-2012Non-restoration	5994.000	6	231.0000	1	1.7532	1.7646	100.65	0.32796	9.3724	5.18
El24-2013Non-restoration	7994.000	10	231.0000	1	1.3146	1.2882	97.99	0.29348	5.8884	9.03
El24-2014Non-restoration	18500.00	37	231.0000	0	0.00000	3.1923	52.43	2.6559	13.960	40.19
El25-2014Non-restoration	13500.00	27	231.0000	0	0.00000	34.169	56.54	24.617	148.35	26.19
El5b-2015Non-restoration	5500.000	11	231.0000	3	5.7321	3.0290	52.84	2.3505	13.979	10.96
El5b-2016Non-restoration	6000.000	12	231.0000	2	3.5029	2.3941	68.35	1.1585	10.592	11.62
El5b-2016Restoration	3500.000	7	231.0000	1	3.0025	3.0213	100.63	0.59541	15.141	6.10
ElGr-2014Non-restoration	13500.00	27	231.0000	14	10.898	5.6712	52.04	4.7417	25.047	28.59
ElGr-2015Non-restoration	13500.00	27	231.0000	5	3.8921	1.6595	42.64	1.9450	7.7884	30.00
ElMu-2014Non-restoration	12000.00	24	231.0000	9	7.8816	3.6448	46.24	3.7196	16.700	25.96
ElMu-2015Non-restoration	12500.00	25	231.0000	2	1.6814	1.1791	70.12	0.57112	4.9501	25.28
ElUn-2015Non-restoration	6000.000	12	231.0000	4	7.0058	3.0888	44.09	3.3149	14.807	12.57
ElUn-2016Non-restoration	6000.000	12	231.0000	1	1.7515	1.7624	100.63	0.39138	7.8380	11.20
Grgz-2015Non-restoration	2500.000	5	231.0000	5	21.018	2.3561	11.21	17.486	25.262	1493.19
HORM-2015Non-restoration	1500.000	3	231.0000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	231.0000	5	9.5534	3.4784	36.41	5.0984	17.901	12.20
Mim-2014Non-restoration	49000.00	98	231.0000	43	9.2220	2.0579	22.31	6.4047	13.279	172.27
Mim-2015Non-restoration	29500.00	59	231.0000	33	11.756	1.9010	16.17	9.0148	15.330	208.04
Mim-2016Non-restoration	39500.00	79	231.0000	146	38.843	7.6795	19.77	28.096	53.699	167.47
MIMB-2016Non-restoration	5000.000	10	231.0000	0	0.00000	20.408	100.06	4.4323	93.853	9.06
MIMB-2016Restoration	5000.000	10	231.0000	4	8.4070	8.4597	100.63	1.8227	38.777	9.23
PDAl-2014Non-restoration	28000.00	56	231.0000	3	1.1259	0.84261	74.84	0.36927	3.4331	57.55
PDAl-2015Non-restoration	28000.00	56	231.0000	1	0.37531	0.37766	100.63	0.92682E-01	1.5198	59.62
PDAl-2016Non-restoration	28000.00	56	231.0000	1	0.37531	0.37766	100.63	0.92683E-01	1.5198	59.46
PDAl-2016Restoration	13500.00	27	231.0000	1	0.77843	0.78330	100.63	0.18720	3.2370	26.72
Pena-2015Non-restoration	22500.00	45	231.0000	14	6.5388	1.6398	25.08	4.3317	9.8704	68.59
Pena-2016Non-restoration	22500.00	45	231.0000	4	1.8682	0.92571	49.55	0.85161	4.0984	48.87
Pena-2016Restoration	18500.00	37	231.0000	1	0.56804	0.57160	100.63	0.13854	2.3290	39.82
PEPO-2013Non-restoration	2000.000	4	231.0000	0	0.00000	193.24	75.80	52.358	1241.4	3.01
Robl-2014Non-restoration	1500.000	3	231.0000	0	0.00000	296.79	62.36	89.813	2521.7	2.01
Robl-2015Non-restoration	2000.000	4	231.0000	0	0.00000	51.019	100.06	7.1947	361.36	-
Robl-2016Non-restoration	2000.000	4	231.0000	0	0.00000	765.29	100.06	107.92	5420.5	3.01
RUBE-2013Non-restoration	2000.000	4	231.0000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	231.0000	2	1.2363	1.2441	100.63	0.30054	5.0859	33.83
SLu2-2015Non-restoration	14500.00	29	231.0000	4	2.8990	1.4077	48.56	1.3290	6.3237	31.24
SLui-2014Non-restoration	10500.00	21	231.0000	22	22.018	6.3836	28.99	13.577	35.708	27.64
SLui-2015Non-restoration	15000.00	30	231.0000	21	14.712	2.4329	16.54	11.200	19.326	97.92
SLui-2016Non-restoration	16500.00	33	231.0000	11	7.0058	2.6516	37.85	3.7812	12.980	38.44
SLui-2016Restoration	14500.00	29	231.0000	6	4.3485	1.9785	45.50	2.0853	9.0679	31.73
TiVe-2014Non-restoration	14500.00	29	231.0000	4	2.8990	1.4077	48.56	1.3290	6.3237	31.24
TiVe-2015Non-restoration	15000.00	30	231.0000	8	5.6047	1.8367	32.77	3.2701	9.6059	37.18
VENA-2015Non-restoration	3000.000	6	231.0000	6	21.018	2.3561	11.21	17.486	25.262	203.62

input\GRSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	23.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	23.00000	14	44.736	13.679	30.58	27.076	73.914	44.79
Aguj-2015Non-restoration	22500.00	45	23.00000	12	37.493	9.5140	25.38	24.654	57.018	46.70
AT-2014Non-restoration	8450.000	20	23.00000	3	24.959	18.424	73.82	7.9821	78.040	19.13
AT-2015Non-restoration	6000.000	12	23.00000	11	128.88	12.987	10.08	108.18	153.55	16.59
AT-2016Non-restoration	6000.000	12	23.00000	5	58.583	21.054	35.94	31.380	109.37	11.33
AU-2014Non-restoration	75200.00	114	23.00000	180	168.27	21.082	12.53	136.86	206.89	145.61
AU-2015Non-restoration	24500.00	49	23.00000	12	34.433	8.8543	25.71	22.535	52.612	50.86
AU-2016Non-restoration	23500.00	47	23.00000	22	65.813	21.509	32.68	38.568	112.30	47.67
AV-2015Non-restoration	21000.00	42	23.00000	11	36.824	9.7861	26.58	23.737	57.124	43.28
AV-2016Non-restoration	20500.00	41	23.00000	0	0.00000	0.88241	57.38	0.62731	3.7701	43.24
CaJa-2015Non-restoration	6000.000	12	23.00000	2	23.433	15.832	67.56	7.7974	70.424	11.09
CaJa-2016Non-restoration	6000.000	12	23.00000	3	35.150	18.420	52.40	14.528	85.042	11.15
Coy1-2014Non-restoration	7000.000	14	23.00000	4	40.171	23.035	57.34	15.639	103.19	13.15
Coy1-2015Non-restoration	6500.000	13	23.00000	2	21.631	14.674	67.84	7.2299	64.715	12.10
Coy1-2016Non-restoration	6500.000	13	23.00000	0	0.00000	4.8806	100.63	1.0959	21.467	12.30
Coy2-2007Non-restoration	4005.000	4	23.00000	2	35.106	20.321	57.88	9.9648	123.68	3.03
Coy2-2008Non-restoration	6057.000	6	23.00000	0	0.00000	61.221	51.95	44.101	314.96	5.04
Coy2-2009Non-restoration	6032.000	6	23.00000	1	11.654	11.687	100.28	2.1729	62.510	5.32
Coy2-2010Non-restoration	6032.000	6	23.00000	2	23.309	14.805	63.52	7.2293	75.153	5.05
Coy2-2011Non-restoration	6032.000	6	23.00000	1	11.654	11.673	100.16	2.1760	62.420	5.17
Coy2-2012Non-restoration	6032.000	6	23.00000	1	11.654	11.608	99.60	2.1908	62.000	5.03
Coy2-2013Non-restoration	6032.000	6	23.00000	0	0.00000	67.724	100.15	12.622	362.32	5.01
Coy2-2014Non-restoration	8500.000	17	23.00000	17	140.60	40.451	28.77	86.051	229.73	16.76
Coy2-2015Non-restoration	8500.000	17	23.00000	7	57.894	17.481	30.20	34.612	96.838	16.68
Coy2-2016Non-restoration	10500.00	21	23.00000	0	0.00000	1.0071	100.63	0.23697	4.2271	20.31
Dama-2014Non-restoration	10500.00	21	23.00000	0	0.00000	1.3977	69.83	0.67689	5.9192	21.07
Dama-2015Non-restoration	10500.00	21	23.00000	5	33.476	13.469	40.24	17.176	65.246	20.48
Dama-2016Non-restoration	11500.00	23	23.00000	0	0.00000	1.5401	56.18	1.1188	6.7175	23.86
EHpO-2015Non-restoration	19000.00	38	23.00000	18	66.600	11.899	17.87	49.428	89.736	41.79
EHpO-2016Non-restoration	25000.00	50	23.00000	6	16.872	10.377	61.51	6.5284	43.603	49.49
EjSP-2015Non-restoration	2000.000	4	23.00000	0	0.00000	6.1806	58.81	3.0222	36.540	3.23
EjSP-2016Non-restoration	2000.000	4	23.00000	0	0.00000	51.019	100.06	7.1947	361.36	3.03
EL15-2013Non-restoration	2000.000	4	23.00000	0	0.00000	58.982	57.84	28.910	359.73	3.02
EL15-2014Non-restoration	9500.000	19	23.00000	3	22.200	12.123	54.61	9.1600	53.803	18.23
EL15-2015Non-restoration	9500.000	19	23.00000	7	51.800	16.144	31.17	30.586	87.728	18.72
EL15-2016Non-restoration	9500.000	19	23.00000	0	0.00000	3.8362	43.35	4.3309	18.082	20.67
El24-2008Non-restoration	5991.000	6	23.00000	3	35.203	15.910	45.20	14.819	83.626	5.09
El24-2009Non-restoration	5994.000	6	23.00000	0	0.00000	1.7653	100.69	0.32780	9.3770	5.04
El24-2010Non-restoration	5994.000	6	23.00000	1	11.728	11.770	100.36	2.1847	62.964	5.32
El24-2011Non-restoration	5994.000	6	23.00000	0	0.00000	1.7653	100.69	0.32780	9.3770	5.38
El24-2012Non-restoration	5994.000	6	23.00000	0	0.00000	1.7646	100.65	0.32796	9.3724	5.18
El24-2013Non-restoration	7994.000	10	23.00000	1	8.7941	8.6183	98.00	1.9557	39.544	9.03
El24-2014Non-restoration	18500.00	37	23.00000	5	19.000	8.0535	42.39	9.5691	37.725	36.77
El25-2014Non-restoration	13500.00	27	23.00000	3	15.622	11.484	73.51	5.0933	47.917	26.18
El5b-2015Non-restoration	5500.000	11	23.00000	2	25.564	17.185	67.22	8.4601	77.244	10.08
El5b-2016Non-restoration	6000.000	12	23.00000	1	11.717	11.728	100.09	2.6257	52.284	11.62
El5b-2016Restoration	3500.000	7	23.00000	0	0.00000	3.0213	100.63	0.59541	15.141	6.10
ElGr-2014Non-restoration	13500.00	27	23.00000	10	52.074	18.745	36.00	28.730	94.387	26.78
ElGr-2015Non-restoration	13500.00	27	23.00000	8	41.659	12.720	30.53	25.054	69.270	27.09
ElMu-2014Non-restoration	12000.00	24	23.00000	12	70.300	25.573	36.38	38.448	128.54	23.67
ElMu-2015Non-restoration	12500.00	25	23.00000	9	50.616	13.950	27.56	31.888	80.342	25.24
ElUn-2015Non-restoration	6000.000	12	23.00000	0	0.00000	3.0888	44.09	3.3149	14.807	12.57
ElUn-2016Non-restoration	6000.000	12	23.00000	1	11.717	11.728	100.09	2.6257	52.284	11.20
Grgz-2015Non-restoration	2500.000	5	23.00000	0	0.00000	2.3561	11.21	17.486	25.262	1493.19
HORM-2015Non-restoration	1500.000	3	23.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	23.00000	0	0.00000	3.4784	36.41	5.0984	17.901	12.20
Mim-2014Non-restoration	49000.00	98	23.00000	0	0.00000	2.0579	22.31	6.4047	13.279	172.27
Mim-2015Non-restoration	29500.00	59	23.00000	10	23.830	7.0036	29.39	14.734	38.542	60.62
Mim-2016Non-restoration	39500.00	79	23.00000	3	5.3392	3.9660	74.28	1.7714	16.093	78.54
MIMB-2016Non-restoration	5000.000	10	23.00000	0	0.00000	20.408	100.06	4.4323	93.853	9.06
MIMB-2016Restoration	5000.000	10	23.00000	7	98.420	84.077	85.43	25.357	382.01	9.05
PDAl-2014Non-restoration	28000.00	56	23.00000	30	75.321	30.359	40.31	39.366	144.12	56.30
PDAl-2015Non-restoration	28000.00	56	23.00000	3	7.5321	4.2814	56.84	3.1084	18.252	55.65
PDAl-2016Non-restoration	28000.00	56	23.00000	0	0.00000	0.37766	100.63	0.92683E-01	1.5198	59.46
PDAl-2016Restoration	13500.00	27	23.00000	2	10.415	10.425	100.09	2.5154	43.121	26.10
Pena-2015Non-restoration	22500.00	45	23.00000	12	37.493	10.511	28.03	23.629	59.493	46.19
Pena-2016Non-restoration	22500.00	45	23.00000	8	24.995	9.3178	37.28	13.639	45.807	45.22
Pena-2016Restoration	18500.00	37	23.00000	1	3.8000	3.8036	100.09	0.93107	15.509	39.82
PEPO-2013Non-restoration	2000.000	4	23.00000	0	0.00000	193.24	75.80	52.358	1241.4	3.01
Robl-2014Non-restoration	1500.000	3	23.00000	0	0.00000	296.79	62.36	89.813	2521.7	2.01
Robl-2015Non-restoration	2000.000	4	23.00000	0	0.00000	51.019	100.06	7.1947	361.36	-
Robl-2016Non-restoration	2000.000	4	23.00000	0	0.00000	765.29	100.06	107.92	5420.5	3.01
RUBE-2013Non-restoration	2000.000	4	23.00000	0	0.00000	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	23.00000	2	8.2706	5.7701	69.77	2.8496	24.004	33.26
SLu2-2015Non-restoration	14500.00	29	23.00000	8	38.786	11.995	30.93	23.211	64.812	29.14
SLui-2014Non-restoration	10500.00	21	23.00000	15	100.43	35.444	35.29	55.667	181.18	20.62
SLui-2015Non-restoration	15000.00	30	23.00000	5	23.433	9.7833	41.75	11.865	46.282	29.64
SLui-2016Non-restoration	16500.00	33	23.00000	7	29.824	10.243	34.35	16.949	52.479	33.05
SLui-2016Restoration	14500.00	29	23.00000	8	38.786	17.028	43.90	18.999	79.183	28.56
TiVe-2014Non-restoration	14500.00	29	23.00000	4	19.393	9.2011	47.45	9.0146	41.720	28.48
TiVe-2015Non-restoration	15000.00	30	23.00000	3	14.060	7.8564	55.88	5.8006	34.080	29.35
VENA-2015Non-restoration	3000.000	6	23.00000	0	0.00000	2.3561	11.21	17.486	25.262	203.62
